%TicEval2000
%Data type: Multivariate
%Dataset for predictions (4000 customer records). It has the same format as TICDATA2000.txt, only the target is missing. 
%Participants are supposed to return the list of predicted targets only. All datasets are in tab delimited format.
@RELATION ticeval2000

@ATTRIBUTE MOSTYPE  {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
%Customer Subtype see L0

@ATTRIBUTE MAANTHUI {1,2,3,4,5,6,7,8,9,10}
%Number of houses 1 – 10

@ATTRIBUTE MGEMOMV  {1,2,3,4,5,6}
%Avg size household 1 – 6

@ATTRIBUTE MGEMLEEF {1,2,3,4,5,6}
%Avg age see L1

@ATTRIBUTE MOSHOOFD {1,2,3,4,5,6,7,8,9,10}
%Customer main type see L2

@ATTRIBUTE MGODRK {0,1,2,3,4,5,6,7,8,9}
%Roman catholic see L3

@ATTRIBUTE MGODPR {0,1,2,3,4,5,6,7,8,9}
%Protestant ...

@ATTRIBUTE MGODOV {0,1,2,3,4,5}
%Other religion

@ATTRIBUTE MGODGE {0,1,2,3,4,5,6,7,8,9}
%No religion

@ATTRIBUTE MRELGE {0,1,2,3,4,5,6,7,8,9}
%Married

@ATTRIBUTE MRELSA {0,1,2,3,4,5,6,7}
%Living together

@ATTRIBUTE MRELOV {0,1,2,3,4,5,6,7,8,9}
%Other relation

@ATTRIBUTE MFALLEEN {0,1,2,3,4,5,6,7,8,9}
%Singles

@ATTRIBUTE MFGEKIND {0,1,2,3,4,5,6,7,8,9}
%Household without children

@ATTRIBUTE MFWEKIND {0,1,2,3,4,5,6,7,8,9}
%Household with children

@ATTRIBUTE MOPLHOOG {0,1,2,3,4,5,6,7,8,9}
%High level education

@ATTRIBUTE MOPLMIDD {0,1,2,3,4,5,6,7,8,9}
%Medium level education

@ATTRIBUTE MOPLLAAG {0,1,2,3,4,5,6,7,8,9}
%Lower level education

@ATTRIBUTE MBERHOOG {0,1,2,3,4,5,6,7,8,9}
%High status

@ATTRIBUTE MBERZELF {0,1,2,3,4,5}
%20 Entrepreneur

@ATTRIBUTE MBERBOER {0,1,2,3,4,5,6,7,8,9}
%Farmer

@ATTRIBUTE MBERMIDD {0,1,2,3,4,5,6,7,8,9}
%Middle management

@ATTRIBUTE MBERARBG {0,1,2,3,4,5,6,7,8,9}
%Skilled labourers

@ATTRIBUTE MBERARBO {0,1,2,3,4,5,6,7,8,9}
%Unskilled labourers

@ATTRIBUTE MSKA {0,1,2,3,4,5,6,7,8,9}
%Social class A

@ATTRIBUTE MSKB1 {0,1,2,3,4,5,6,7,8,9}
%Social class B1

@ATTRIBUTE MSKB2 {0,1,2,3,4,5,6,7,8,9}
%Social class B2

@ATTRIBUTE MSKC {0,1,2,3,4,5,6,7,8,9}
%Social class C

@ATTRIBUTE MSKD {0,1,2,3,4,5,6,7,8,9}
%Social class D

@ATTRIBUTE MHHUUR {0,1,2,3,4,5,6,7,8,9}
% 30 Rented house

@ATTRIBUTE MHKOOP {0,1,2,3,4,5,6,7,8,9}
%Home owners

@ATTRIBUTE MAUT1 {0,1,2,3,4,5,6,7,8,9}
%car

@ATTRIBUTE MAUT2 {0,1,2,3,4,5,6,7}
%cars

@ATTRIBUTE MAUT0 {0,1,2,3,4,5,6,7,8,9}
%No car

@ATTRIBUTE MZFONDS {0,1,2,3,4,5,6,7,8,9}
%National Health Service

@ATTRIBUTE MZPART {0,1,2,3,4,5,6,7,8,9}
%Private health insurance

@ATTRIBUTE MINKM30 {0,1,2,3,4,5,6,7,8,9}
%Income < 30.000

@ATTRIBUTE MINK3045 {0,1,2,3,4,5,6,7,8,9}
%Income 30-45.000

@ATTRIBUTE MINK4575 {0,1,2,3,4,5,6,7,8,9}
%Income 45-75.000

@ATTRIBUTE MINK7512 {0,1,2,3,4,5,6,7,8,9}
% 40 Income 75-122.000

@ATTRIBUTE MINK123M {0,1,2,3,4,5,6,7,8,9}
%Income >123.000

@ATTRIBUTE MINKGEM {0,1,2,3,4,5,6,7,8,9}
%Average income

@ATTRIBUTE MKOOPKLA {1,2,3,4,5,6,7,8}
%Purchasing power class

@ATTRIBUTE PWAPART {0,1,2,3}
%Contribution private third party insurance see L4

@ATTRIBUTE PWABEDR {0,1,2,3,4,5,6}
%Contribution third party insurance (firms) ...

@ATTRIBUTE PWALAND {0,1,2,3,4}
%Contribution third party insurane (agriculture)

@ATTRIBUTE PPERSAUT {0,1,2,3,4,5,6,7,8}
%Contribution car policies

@ATTRIBUTE PBESAUT {0,1,2,3,4,5,6,7}
%Contribution delivery van policies

@ATTRIBUTE PMOTSCO {0,1,2,3,4,5,6,7}
%Contribution motorcycle/scooter policies

@ATTRIBUTE PVRAAUT {0,1,2,3,4,5,6,7,8,9}
%Contribution lorry policies

@ATTRIBUTE PAANHANG {0,1,2,3,4,5}
%Contribution trailer policies

@ATTRIBUTE PTRACTOR {0,1,2,3,4,5,6}
%Contribution tractor policies

@ATTRIBUTE PWERKT {0,1,2,3,4,5,6,7,8,9}
% 53 Contribution agricultural machines policies

@ATTRIBUTE PBROM {0,1,2,3,4,5,6}
%Contribution moped policies

@ATTRIBUTE PLEVEN {0,1,2,3,4,5,6,7,8,9}
%Contribution life insurances

@ATTRIBUTE PPERSONG {0,1,2,3,4,5,6}
%Contribution private accident insurance policies

@ATTRIBUTE PGEZONG {0,1,2,3}
%Contribution family accidents insurance policies

@ATTRIBUTE PWAOREG {0,1,2,3,4,5,6,7}
%Contribution disability insurance policies

@ATTRIBUTE PBRAND {0,1,2,3,4,5,6,7,8}
%Contribution fire policies

@ATTRIBUTE PZEILPL {0,1,2,3}
%Contribution surfboard policies

@ATTRIBUTE PPLEZIER {0,1,2,3,4,5,6}
%Contribution boat policies

@ATTRIBUTE PFIETS {0,1}
%Contribution bicycle policies

@ATTRIBUTE PINBOED {0,1,2,3,4,5,6}
%Contribution property insurance policies

@ATTRIBUTE PBYSTAND {0,1,2,3,4,5}
%Contribution social security insurance policies

@ATTRIBUTE AWAPART {0,1,2}
%Number of private third party insurance 1 - 12

@ATTRIBUTE AWABEDR {0,1,2,3,4,5}
%Number of third party insurance (firms) ...

@ATTRIBUTE AWALAND real{0,1}
%Number of third party insurane (agriculture)

@ATTRIBUTE APERSAUT {0,1,2,3,4,5,6,7}
%Number of car policies

@ATTRIBUTE ABESAUT {0,1,2,3,4}
%Number of delivery van policies

@ATTRIBUTE AMOTSCO {0,1,2,3,4,5,6,7,8}
%Number of motorcycle/scooter policies

@ATTRIBUTE AVRAAUT {0,1,2,3}
%Number of lorry policies

@ATTRIBUTE AAANHANG {0,1,2,3}
%Number of trailer policies

@ATTRIBUTE ATRACTOR {0,1,2,3,4}
%Number of tractor policies

@ATTRIBUTE AWERKT {0,1,2,3,4,5,6}
%Number of agricultural machines policies

@ATTRIBUTE ABROM {0,1,2}
%Number of moped policies

@ATTRIBUTE ALEVEN {0,1,2,3,4,5,6,7,8}
%Number of life insurances

@ATTRIBUTE APERSONG {0,1}
%Number of private accident insurance policies

@ATTRIBUTE AGEZONG {0,1}
%Number of family accidents insurance policies

@ATTRIBUTE AWAOREG {0,1,2}
%Number of disability insurance policies

@ATTRIBUTE ABRAND {0,1,2,3,4,5,6,7}
%Number of fire policies

@ATTRIBUTE AZEILPL {0,1}
%Number of surfboard policies

@ATTRIBUTE APLEZIER {0,1,2}
%Number of boat policies

@ATTRIBUTE AFIETS {0,1,2,3}
%Number of bicycle policies

@ATTRIBUTE AINBOED {0,1,2}
%Number of property insurance policies

@ATTRIBUTE ABYSTAND {0,1,2}
%Number of social security insurance policies

%L0:

%1 High Income, expensive child
%2 Very Important Provincials
%3 High status seniors
%4 Affluent senior apartments
%5 Mixed seniors
%6 Career and childcare
%7 Dinki's (double income no kids)
%8 Middle class families
%9 Modern, complete families
%10 Stable family
%11 Family starters
%12 Affluent young families
%13 Young all american family
%14 Junior cosmopolitan
%15 Senior cosmopolitans
%16 Students in apartments
%17 Fresh masters in the city
%18 Single youth
%19 Suburban youth
%20 Etnically diverse
%21 Young urban have-nots
%22 Mixed apartment dwellers
%23 Young and rising
%24 Young, low educated 
%25 Young seniors in the city
%26 Own home elderly
%27 Seniors in apartments
%28 Residential elderly
%29 Porchless seniors: no front yard
%30 Religious elderly singles
%31 Low income catholics
%32 Mixed seniors
%33 Lower class large families
%34 Large family, employed child
%35 Village families
%36 Couples with teens 'Married with children'
%37 Mixed small town dwellers
%38 Traditional families
%39 Large religous families
%40 Large family farms
%41 Mixed rurals


%L1:

%1 20-30 years
%2 30-40 years
%3 40-50 years
%4 50-60 years
%5 60-70 years
%6 70-80 years


%L2:

%1 Successful hedonists
%2 Driven Growers
%3 Average Family
%4 Career Loners
%5 Living well
%6 Cruising Seniors
%7 Retired and Religeous
%8 Family with grown ups
%9 Conservative families
%10 Farmers


%L3:

%0 0%
%1 1 - 10%
%2 11 - 23%
%3 24 - 36%
%4 37 - 49%
%5 50 - 62%
%6 63 - 75%
%7 76 - 88%
%8 89 - 99%
%9 100%


%L4:

%0 f 0
%1 f 1 – 49
%2 f 50 – 99
%3 f 100 – 199
%4 f 200 – 499
%5 f 500 – 999
%6 f 1000 – 4999
%7 f 5000 – 9999
%8 f 10.000 - 19.999
%9 f 20.000 - ?


@Data
11,1,3,3,3,1,4,1,4,7,1,2,2,4,4,2,4,4,3,1,2,2,2,1,2,2,3,3,1,4,5,6,2,1,5,4,3,3,3,2,1,4,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,2,5,2,3,1,5,2,2,5,6,3,1,1,4,5,1,0,0,1,3,5,1,1,2,6,1,8,1,5,0,4,8,1,6,3,1,1,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,4,3,2,1,5,1,3,6,1,2,0,3,6,7,1,1,5,0,0,1,1,3,4,2,3,1,0,0,9,7,2,1,5,4,0,1,3,4,1,7,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,1,3,3,3,0,2,2,6,6,3,0,1,5,4,2,6,2,1,0,0,4,2,4,1,2,4,3,0,8,1,5,0,4,6,3,4,3,0,1,2,5,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,4,3,8,0,3,2,4,8,0,1,1,1,8,2,2,5,2,0,0,3,4,1,2,2,0,6,1,1,8,8,1,0,6,3,3,5,2,0,0,3,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,1,2,3,10,0,2,0,7,7,2,0,0,9,0,0,2,7,0,0,0,2,7,0,0,0,3,6,0,0,9,7,0,2,9,0,0,0,9,0,0,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,2,3,2,3,1,5,6,1,3,2,2,6,1,7,2,1,1,0,5,1,3,1,4,3,2,1,7,2,6,1,2,6,3,2,3,5,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,1,4,2,3,5,2,3,2,3,4,2,3,5,1,1,2,2,3,1,2,2,3,4,1,3,6,5,1,3,7,2,3,4,2,1,1,4,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,3,3,7,0,6,2,2,7,0,2,2,3,5,1,4,5,1,1,2,3,2,1,2,2,0,5,0,4,5,6,1,2,8,1,3,5,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,2,5,7,2,2,2,4,6,0,3,3,4,2,0,1,8,1,0,0,1,4,5,0,1,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,2,2,0,3,4,2,9,0,0,0,3,6,5,3,2,7,0,0,2,0,1,7,1,1,2,0,0,9,5,4,0,2,7,0,2,4,1,3,8,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,1,4,2,3,2,2,0,5,9,0,0,0,0,9,4,5,1,2,2,0,4,0,2,3,4,2,2,0,0,9,5,4,0,0,9,0,0,6,3,0,7,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,3,2,3,1,2,2,5,7,2,1,1,4,5,4,5,1,3,0,0,5,2,1,5,3,1,2,0,7,2,7,1,2,5,4,1,4,5,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,2,5,2,2,2,4,6,0,3,6,3,1,0,2,7,2,0,0,3,1,5,0,2,1,3,5,9,0,4,3,3,9,0,4,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,1,0,0,6,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,1,2,4,8,0,2,0,7,6,0,3,5,3,2,3,4,2,7,0,0,0,2,0,4,0,4,1,0,0,9,9,0,0,2,7,2,2,5,0,0,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,4,2,8,0,7,0,2,7,2,0,0,4,5,0,3,6,2,2,0,2,3,2,0,2,4,4,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,3,2,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,2,3,2,4,0,9,0,7,0,2,6,3,2,5,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,1,2,4,7,1,4,2,3,5,0,4,4,3,2,1,2,6,1,0,1,3,3,3,1,1,2,5,1,5,4,5,1,4,9,0,2,5,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,3,2,9,0,3,1,5,8,0,1,1,2,7,2,3,5,2,0,0,2,3,3,2,0,2,5,1,9,0,7,0,2,9,0,3,6,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,1,5,0,5,0,5,0,6,3,3,5,2,0,5,4,2,0,0,4,2,2,2,2,2,4,2,9,0,5,3,3,9,0,5,2,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,3,4,7,2,4,0,4,7,0,2,0,3,6,1,1,7,2,0,0,3,3,3,1,0,2,5,2,1,8,5,2,2,7,2,0,7,2,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,4,6,0,4,2,3,5,0,4,4,2,4,0,0,9,0,0,2,2,3,3,0,0,2,3,5,9,0,7,0,2,9,0,2,7,0,0,0,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,1,3,3,8,1,6,1,2,6,1,2,2,3,4,1,3,5,2,1,1,4,2,2,1,2,3,4,1,2,7,5,2,3,5,4,2,4,3,1,1,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,1,2,3,8,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,1,2,2,5,1,5,4,6,1,3,7,2,3,4,3,1,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
32,1,3,3,7,1,5,2,2,5,1,3,3,3,4,2,4,4,2,1,1,4,2,2,2,2,3,2,2,4,5,4,2,3,6,3,2,4,4,1,0,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,4,2,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,0,3,4,3,0,4,5,9,0,0,7,2,0,7,0,2,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,3,8,1,5,1,3,4,1,5,4,2,3,1,3,5,1,0,1,2,3,4,1,2,2,5,1,5,4,5,1,3,8,1,5,3,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1,3,3,2,2,6,0,2,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,3,2,3,2,0,0,9,7,2,0,2,7,0,5,0,4,0,7,7,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,1,3,2,2,1,4,2,3,7,1,2,1,3,6,2,4,3,3,1,0,4,2,1,2,2,3,3,0,2,7,7,1,1,5,4,1,3,5,1,0,5,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,2,3,0,4,2,4,4,2,5,5,2,3,2,5,3,2,0,0,5,0,3,2,2,4,2,0,5,4,5,2,4,5,4,0,3,2,5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,1,3,3,9,1,5,1,3,7,1,2,1,4,5,2,4,3,3,0,1,3,3,1,3,2,2,3,1,3,6,6,2,1,5,4,2,2,4,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,2,2,4,6,0,5,2,3,7,0,2,2,5,3,0,1,8,0,0,0,2,4,3,0,0,1,7,2,9,0,8,0,1,7,2,5,4,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2,3,3,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,1,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,3,2,1,4,1,4,7,1,2,4,4,2,0,3,6,0,0,0,9,0,0,0,3,1,5,1,7,2,6,2,1,5,4,5,3,1,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,2,3,3,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,4,1,0,5,0,4,5,0,4,3,4,3,2,5,3,4,2,0,2,0,3,5,0,2,2,0,4,5,7,0,2,7,2,0,4,5,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,1,3,3,3,1,3,2,4,7,1,2,2,3,5,1,7,1,4,0,0,5,1,1,2,3,4,1,0,6,3,7,1,2,4,5,3,4,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1,1,5,6,0,5,0,4,3,1,5,7,2,0,1,4,5,4,0,0,4,1,2,1,1,5,1,3,9,0,7,0,2,9,0,2,7,1,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,3,2,1,4,1,4,7,1,2,4,4,2,0,3,6,0,0,0,9,0,0,0,3,1,5,1,7,2,6,2,1,5,4,5,3,1,0,0,3,7,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,2,2,5,2,2,4,2,2,5,2,2,5,2,0,4,5,0,0,0,4,0,5,0,2,3,5,0,9,0,5,2,2,9,0,0,6,3,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1,2,4,10,0,8,0,1,9,0,0,0,8,1,1,4,5,4,1,4,1,2,1,2,1,6,2,0,1,8,7,2,0,5,4,4,5,0,1,1,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,3,3,3,0,7,2,0,9,0,0,0,3,6,6,3,0,6,2,0,2,0,0,7,2,0,0,0,0,9,7,2,0,2,7,0,0,7,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,1,4,3,8,0,6,0,3,9,0,0,0,3,6,0,0,9,0,0,3,0,6,0,0,0,3,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,2,3,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,5,8,2,5,0,2,7,0,2,2,5,2,2,0,7,2,2,0,2,4,0,2,0,3,5,0,7,2,7,0,2,7,2,2,3,3,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,4,3,2,2,5,1,2,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,2,2,3,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,3,8,0,2,3,5,6,3,0,0,3,6,0,1,8,0,0,0,1,6,3,0,1,1,8,0,3,6,6,3,0,9,0,3,5,2,1,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,1,3,2,9,0,6,0,3,6,0,3,0,0,9,0,3,6,2,0,0,2,5,2,0,2,4,4,0,7,2,3,6,0,6,3,7,0,2,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,4,3,10,0,5,2,2,5,0,4,3,0,6,0,0,9,0,0,4,0,3,3,0,0,4,4,2,4,5,9,0,0,9,0,2,6,2,0,0,3,4,0,0,4,6,6,0,0,0,3,4,0,4,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0
12,1,3,2,3,4,1,0,5,6,3,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
