ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
6.3,1,483.93,5,1045.25,0,4,1,0,0,0,0,1,381.78,1,751.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,8.5,97,42,646,0,1,,B8,S
10.8,0,0,0,0,0,0,0,0,0,0,0,1,183.55,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,1,15060.36241,1,0,0,1,0,0,1,26,0,7.5,87,55,595,0,1,,B5,U
1.8,1,812.45,3,1615.13,0,4,1,0,0,0,0,1,6836.42,1,701.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,698,0,1,,B6,U
1.3,1,40319.25,1,6104.42,0,0,0,0,0,0,3,1,16937.94,1,497.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,10.5,154,58,686,0,1,,B1,S
4.3,1,3168.8,3,4052.69,0,4,1,0,0,0,0,1,5272.96,1,8774.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,0,5.5,115,48,748,0,1,,B4,S
4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2632.96,0,0,62,0,3,125,26,665,0,1,,B2,U
10.4,1,4453.38,2,1173.44,0,2,0,0,0,0,4,1,5819.55,0,0,0,0,0,0,1,24501.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,7.5,141,48,664,0,1,,B8,U
18.9,1,2411.78,2,3091.49,0,5,0,0,0,,0,0,0,1,3659.84,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,16,1,6.5,99,67,733,1,1,,B15,S
3.6,1,2796.69,2,955.18,0,3,0,0,0,0,2,1,488.87,0,0,5,174.82,1,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.68,2,0,111,0,5,161,62,654,0,1,,B3,R
5.3,1,45.62,1,61.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,11,102,77,680,0,1,,B3,U
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242.58,0,0,,,,,,626,0,1,,B2,U
3.9,1,7517.13,2,2330.36,0,3,1,0,0,0,0,1,3911.76,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,1,41102.85,1,38680.13,1,0,,1,,,,619,0,1,,B4,S
8.2,1,0,3,1176.29,0,9,0,0,0,0,4,1,5392.34,0,0,0,0,1,24000,0,0,0,0,0,0,0,0,1,14416.04578,1,0,0,1,21.16,0,0,18,0,6.5,85,37,629,0,1,,B5,U
3.3,1,10256.44,2,8202.46,0,6,0,1,7.19,,7,1,0,0,0,,,0,0,0,0,1,822.65,,,0,0,1,22020.94021,0,0,0,,,,0,,,,,,744,0,1,,B15,U
3.7,1,86.27,2,909.98,0,6,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,75,1,6.5,122,26,601,0,1,,B14,S
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,13,112,59,664,0,0,,B2,S
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,703,0,1,,B9,U
2.4,1,3398.79,2,1501.29,0,1,1,0,0,,0,0,0,1,1711.49,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,52,0,3.5,130,,,0,1,,B19,R
0.6,1,822.78,2,1287.87,0,1,0,0,0,0,2,1,3688.07,1,2293.6,4,124.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,641,0,1,,B6,U
2.6,1,18.04,1,477.04,0,1,0,0,0,0,0,0,0,1,379.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,9,97,59,646,0,1,,B7,R
1.9,1,347.45,3,592.09,0,7,0,0,0,0,7,1,6386.62,1,111.39,1,24.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1093.26,0,0,,,,,,702,0,1,,B3,U
5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,682,0,1,,B2,U
5.1,1,1178.1,4,2802.92,0,8,0,0,0,0,0,0,0,1,3536.54,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,9,85,51,684,0,1,,B6,R
6,1,919.12,2,1645.02,0,6,1,0,0,0,0,0,0,1,904.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,7.5,86,68,687,0,1,,B16,R
4.5,0,0,0,0,0,0,0,0,0,0,0,1,493.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14834.01709,1,0,0,1,1190.02,3,0,20,1,10.5,88,73,673,0,0,,B5,U
17.2,1,2372.54,1,311.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,102,34,696,0,1,,B6,S
2.5,1,396.4,4,1587.79,0,4,0,0,0,0,0,1,335.08,1,3214.44,7,222.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3.5,98,50,645,0,1,,B2,S
2.1,1,1941.31,2,4607.72,1,21,1,0,0,2,0,0,0,1,314.67,13,412.25,0,0,0,0,0,0,0,0,1,10149.56628,0,0,0,1,167670.5,1,153561.3,2,0,80,1,7.5,142,59,658,0,1,,B7,R
0.8,1,1325.58,5,3222.17,0,7,0,0,0,2,0,0,0,1,4483.18,5,175.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3967.02,0,0,64,1,9,111,42,643,0,1,,B7,S
18.1,1,3824.03,2,1528.78,0,8,1,0,0,0,0,0,0,1,366.92,0,0,0,0,0,0,1,229.59,0,0,0,0,0,0,0,1,17239.65,1,20450.52,2,0,45,1,8.5,112,48,641,0,1,,B5,U
6.8,1,60.1,3,1066.67,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,10,105,29,684,0,1,,B2,U
29.7,1,1033.16,1,1034.41,0,3,1,0,0,0,0,1,4445.15,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.15,0,1,89,0,3,136,65,641,0,1,,B6,U
3.3,1,658.68,2,1215,0,0,0,0,0,0,0,0,0,1,2384.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,6.5,148,24,625,0,1,,B10,U
4.5,1,14267.81,1,445.09,0,0,1,0,0,0,0,1,39899.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,11,158,48,594,0,1,,B7,U
2.8,1,1625.57,1,1168.48,0,1,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,20,1,8,103,48,697,0,1,,B19,S
3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.5,97,49,697,0,1,,B7,U
3.1,1,146.87,3,1281.51,0,8,1,0,0,1,4,0,0,1,151.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,10,112,71,714,0,1,,B3,S
2.9,1,259,6,1225.72,0,4,0,1,9.42,1,0,0,0,1,1495.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,10.5,111,46,637,0,1,,B4,U
24.3,1,1337.76,1,887.41,0,3,0,0,0,0,1,1,61.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1773.9,1,1613,2,0,20,1,9.5,88,46,621,0,1,,B3,U
2.8,1,347.07,2,531.75,0,2,0,0,0,0,2,0,0,1,505.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,7.5,90,64,686,0,1,,B5,U
1.9,1,3797.81,3,9697.51,0,9,0,0,0,0,3,0,0,1,7720.66,10,611.67,0,0,0,0,1,88548.69,0,0,1,10407.23071,0,0,0,0,0,1,101515.88,0,0,55,0,5,124,67,719,0,1,,B16,R
3.8,1,17.18,2,744.31,0,6,1,0,0,0,0,0,0,1,58.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,953.77,0,0,101,1,5.5,147,61,666,0,1,,B5,U
3.2,1,97.43,5,552.88,0,5,0,1,8.12,1,1,0,0,1,861.83,1,33.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2.5,107,35,635,0,1,,B4,S
7,0,0,0,0,0,0,0,0,0,0,0,1,43130.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.61,1,0,45,1,8.5,116,39,611,0,1,,B7,R
9.1,1,18811.42,1,2060.67,0,3,0,0,0,0,0,0,0,1,100.62,9,263.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,8,140,69,750,0,1,,B1,S
,1,3691.29,4,7134.71,0,7,1,0,0,1,0,1,4777.62,1,2090.34,4,410.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225717.61,1,212702.06,2,0,65,1,3,127,37,718,0,1,,B16,R
0.3,1,4498.24,2,5084.16,0,0,0,0,0,0,2,1,1124.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17860.1059,0,0,0,0,0,0,1,37,0,6,130,28,654,0,1,,B7,U
3,1,2853.89,2,3051.19,0,5,1,0,0,1,0,1,25310.49,0,0,0,0,0,0,1,3974.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,6.5,100,54,605,0,1,,B4,S
3.8,1,5785.6,1,1678.04,0,8,1,0,0,0,0,1,16000.18,1,27.61,4,359.39,0,0,1,15151.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,0,6,110,48,693,0,1,,B5,S
11.3,1,1017.2,6,3168.33,0,22,0,0,0,1,5,1,142.84,1,3372.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,7.5,99,37,659,0,1,,B5,S
3.6,1,0,4,421,0,1,0,0,0,0,2,1,2867.66,1,1032.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,665,0,1,,B8,S
1.3,1,805.27,2,1160.25,0,1,0,0,0,0,3,1,22093.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,712,0,1,,B3,U
10.4,1,3983.55,4,3450.37,0,20,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3715.08,0,0,41,0,4.5,118,46,667,0,1,,B2,R
2.6,1,4311.26,0,0,0,0,0,0,0,0,0,1,744.23,0,0,0,0,1,7300,0,0,1,125.41,0,0,1,10482.68151,0,0,0,0,0,1,44787.67,1,0,60,1,8.5,120,35,679,0,1,,B4,S
0.5,1,7374.15,2,1192.16,0,0,0,0,0,0,0,0,0,1,1449.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,6,168,28,563,0,1,,B2,S
1.1,0,0,0,0,0,0,0,0,0,0,0,1,20849.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4824.14,0,0,39,0,6.5,103,31,658,0,0,,B10,U
3.3,1,2831.24,1,638.57,0,0,0,0,0,0,0,1,16163.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1,8,103,76,737,0,1,,B8,U
3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10900,0,0,0,0,0,0,0,0,1,14640.75172,0,0,0,1,-11.99,0,0,15,0,5.5,84,60,638,0,0,,B4,S
8.2,1,3987.1,3,3941.87,0,2,0,0,0,0,7,1,8198.15,0,0,0,0,1,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,71,1,15,128,44,688,0,1,,B5,S
1.8,1,14.21,1,6.21,0,0,0,0,0,0,0,1,3557.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,5.5,114,42,664,0,1,,B2,U
7.5,1,419.01,2,1646.09,0,5,0,0,0,0,0,0,0,1,1743.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4476.47,0,0,47,1,10,107,45,679,0,1,,B4,R
2.3,1,209.19,2,1363.79,0,3,0,0,0,1,1,1,118.39,1,1944.13,1,23.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,7,118,55,687,0,1,,B5,R
1.8,1,60.17,8,1101.82,0,3,0,1,34.53,2,1,1,19.11,1,2389.16,6,79.2,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6.5,102,52,709,0,1,,B2,U
1.8,1,765.28,2,1589.77,0,4,0,1,45.98,1,0,1,16.33,1,2835.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,3.5,108,43,649,0,1,,B5,U
2.3,1,14.81,1,482.64,0,1,0,0,0,0,1,0,0,1,526.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,10,101,47,668,0,1,,B3,U
1.9,1,280.14,2,432.49,0,1,0,0,0,0,4,1,439.27,1,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162.27,1,0,53,0,2,122,32,692,0,1,,B4,U
4.7,1,2871.01,1,669.03,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65,0,4,124,55,648,0,1,,B7,R
1.1,1,9.13,2,108.31,0,0,1,0,0,4,1,0,0,1,66.25,6,89.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,91,48,672,0,1,,B1,R
,1,1053.42,1,713.2,0,0,0,0,0,0,0,0,0,1,793.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,9,106,73,705,0,1,,B16,R
11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,610,0,0,,B2,R
,1,876.9,4,1233.96,0,2,1,0,0,0,0,1,3592.86,1,2765.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4.5,133,41,605,0,1,,B3,U
1.8,0,0,0,0,0,0,0,0,0,0,0,1,11345.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,662,0,1,,B5,U
4.1,1,4589.42,2,2083.65,0,2,1,0,0,0,0,0,0,1,2156.14,2,80.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182728.91,1,175808.53,0,0,25,1,7.5,112,40,661,0,1,,B2,U
8.3,1,2932.19,2,1508.68,0,6,0,0,0,0,1,1,4173.78,1,725.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191.16,3,0,55,0,5,122,67,676,0,1,,B12,S
1.4,1,8.28,2,490.73,0,0,1,0,0,0,3,0,0,1,123.67,2,73.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,4.5,116,30,673,0,1,,B2,S
1.2,1,417.35,2,905.84,0,0,0,0,0,0,0,1,2752.48,1,2950.73,0,0,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,82,47,693,0,1,,B8,R
18.6,1,1289.55,4,3198.17,0,28,0,0,0,0,1,1,0.18,1,3636.41,0,0,0,0,0,0,1,7892.26,0,0,0,0,0,0,0,0,0,1,8427.33,0,1,35,1,9.5,104,25,608,0,1,,B3,S
1.3,1,766.24,2,1130.3,0,5,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.14,0,0,115,1,5.5,148,26,628,0,1,,B16,U
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,4.5,94,50,685,0,1,,B4,S
13.6,1,5127.46,3,3141.51,0,3,0,0,0,0,0,1,354.51,1,2602.24,0,0,0,0,0,0,1,9656.11,0,0,0,0,0,0,0,0,0,1,11225.01,0,0,,,,,,692,0,1,,B11,S
3.3,1,404.83,1,589.36,0,0,0,0,0,0,0,0,0,1,393.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,651,0,1,,B2,S
0.3,0,0,0,0,0,0,0,0,0,0,0,1,186.58,1,7072.33,0,0,1,24000,0,0,0,0,0,0,0,0,1,14897.53061,1,0,0,0,0,0,1,23,1,16,92,71,722,0,1,,B4,S
13.1,1,2465.09,1,2208.04,0,8,0,0,0,0,2,1,944.02,1,27.12,0,0,0,0,1,9086.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,2,145,22,658,0,1,,B3,R
3.5,1,896.31,2,871.61,0,3,1,0,0,,4,1,13835.01,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,21,1,11,86,46,672,0,1,,B15,S
,1,5992.53,2,2842.33,0,9,1,0,0,0,5,1,9489.2,0,0,0,0,1,8100,1,9331.91,0,0,0,0,0,0,0,0,0,0,0,1,779.63,1,0,32,1,10,116,63,694,0,1,,B9,S
2.5,1,459.74,2,1355.01,0,7,0,0,0,,0,1,121.41,1,1718.91,,,1,7000,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,40,0,5,125,28,541,0,1,,B15,R
3.6,1,2686.29,2,1055.69,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,4.5,119,42,608,0,1,,B10,S
6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,10.5,80,55,646,0,1,,B2,S
9.7,1,2425.65,7,17578.2,0,13,1,0,0,0,1,1,2296.14,1,29501.41,0,0,0,0,0,0,0,0,1,0,0,0,1,16195.34486,3,0,0,1,0,0,0,27,0,5.5,99,36,620,0,1,,B2,U
33.3,1,7915.5,3,7769.61,0,8,0,0,0,0,0,1,12699.45,1,9102.96,8,485.98,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1412.15,0,0,44,1,6.5,124,53,637,0,1,,B9,U
25.9,1,299.1,2,1832.62,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,440.45,0,0,11,1,13,98,60,638,0,1,,B16,R
,0,0,0,0,0,0,0,0,0,,0,1,233.93,1,553.32,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,19,0,6.5,85,66,688,0,1,,B15,S
4.2,0,0,0,0,0,0,0,0,0,0,0,1,1925.18,1,350.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.74,0,0,,,,,,702,0,1,,B4,U
4.3,0,0,0,0,0,0,0,0,0,0,0,1,1569.6,1,754.75,0,0,1,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.5,0,0,13,0,7.5,99,37,676,0,1,,B13,R
8.8,0,0,0,0,0,0,0,0,0,0,0,1,2003.63,1,2604.54,0,0,0,0,0,0,0,0,0,0,0,0,1,14573.37722,0,0,0,0,0,0,0,,,,,,708,0,1,,B4,U
,1,4646.88,2,3878.18,0,12,0,0,0,0,5,1,783.39,0,0,0,0,1,3200,1,4381.22,1,52305.98,0,0,1,10738.50131,1,18379.09898,1,0,0,1,87741.78,3,1,85,1,6,135,19,646,0,1,,B1,U
,1,449.59,3,1057.29,0,6,0,0,0,0,2,1,6288.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,12.5,137,35,659,0,1,,B3,S
1.5,1,205.8,3,826.14,0,1,1,0,0,0,0,1,4085.7,1,391.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,10,113,38,709,0,1,,B3,S
0.9,1,5809.22,1,1534.43,0,1,1,0,0,0,0,0,0,1,78.15,1,73.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,96,40,663,0,1,,B8,U
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15155.71237,0,0,0,1,419.99,0,0,50,0,7,119,37,664,0,1,,B7,R
1.5,1,251.5,5,1275.16,0,0,1,0,0,0,3,0,0,1,955.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4.5,98,40,631,0,1,,B6,S
,0,0,0,0,0,0,0,0,0,0,0,1,4839.09,0,0,0,0,1,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,87,47,659,0,1,,B4,R
3.7,1,1003.92,2,4088.57,0,20,0,0,0,0,2,1,10.67,1,4998.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3131.03,0,0,14,0,6,107,29,591,0,1,,B1,U
8,1,675.13,2,1243.26,0,5,1,0,0,0,5,1,836.5,1,175.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,633,0,1,,B4,R
4.7,1,273.43,2,1994.13,0,3,0,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,27,0,6.5,106,32,633,0,1,,B18,S
,1,416.22,2,953.77,0,0,1,0,0,0,0,0,0,1,555.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,8,89,44,680,0,1,,B1,U
3.3,1,687.16,2,1037.76,0,4,0,0,0,0,2,0,0,1,617.56,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,6,86,42,670,0,1,,B4,S
6.1,1,543.81,5,2239.36,0,5,1,0,0,0,0,0,0,1,2643.2,0,0,0,0,0,0,0,0,0,0,1,9993.257143,0,0,0,0,0,1,1051.72,1,0,,,,,,647,0,1,,B2,S
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67300,0,0,0,0,0,0,0,0,1,15127.53731,1,0,0,0,0,0,0,17,1,11,83,69,645,0,1,,B6,R
4,1,16139.28,2,1543.98,0,10,0,0,0,0,4,1,32599.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,11,110,59,682,0,1,,B6,S
27.9,1,10502.54,1,751.46,0,10,1,0,0,0,4,0,0,0,0,0,0,1,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,9,109,48,634,0,1,,B5,R
6.2,1,9902.73,2,4655.44,0,10,0,0,0,0,2,0,0,1,1810.73,0,0,0,0,0,0,0,0,1,3622.3,0,0,0,0,0,0,0,0,0,0,0,14,0,6.5,126,32,658,0,1,,B5,U
0.3,1,134.96,2,673.8,0,3,0,0,0,0,2,0,0,0,0,2,183.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,11.5,90,57,771,0,1,,B5,R
4.6,1,16.46,6,2726.8,0,16,1,0,0,0,8,1,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6736.06,0,1,21,0,4,100,25,587,0,1,,B2,S
6.3,1,84903.34,2,1497.75,0,2,1,0,0,0,0,0,0,1,334.78,0,0,0,0,0,0,0,0,0,0,0,0,1,74759.18268,1,0,0,0,0,0,1,,,,,,731,0,1,,B4,R
2.7,1,124.42,2,509.33,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,105,47,631,0,1,,B5,U
1.9,1,38.13,1,42.39,0,0,0,0,0,0,1,1,104.21,1,42.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,9.5,106,41,685,0,1,,B16,R
1.8,1,174.94,7,2794.54,0,7,0,0,0,0,2,1,10773.27,1,2723.52,8,627.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,654,0,1,,B6,S
3.8,1,59.96,2,140.71,0,1,0,0,0,1,0,1,3510,1,150.99,3,63.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.91,0,0,12,0,3,95,38,641,0,1,,B6,S
1.6,1,6187.27,3,1271.54,0,6,0,0,0,0,5,1,6.61,1,124.21,1,24.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,7,123,81,715,0,1,,B4,U
0.8,1,8521.93,2,3478.83,0,1,0,0,0,0,2,0,0,1,2627.13,0,0,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,11,123,61,701,0,1,,B1,R
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,7,84,42,668,0,1,,B8,S
4.3,1,990.68,4,3623.25,0,12,1,0,0,5,3,1,12.64,1,1464.32,2,259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,113,55,615,0,1,,B3,R
4.1,1,2959.38,3,3513.39,0,17,1,0,0,2,5,1,2330.64,1,118.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21785.67,1,19766.92,0,0,50,1,3.5,128,70,710,0,1,,B12,U
3.3,1,836.74,3,894.71,0,8,1,0,0,0,0,1,1177.23,1,354.26,0,0,0,0,0,0,0,0,0,0,1,9996.195535,0,0,0,0,0,1,9970.29,0,0,40,0,6.5,109,57,657,0,1,,B4,S
12.6,1,188.38,2,1362.62,0,6,0,0,0,,0,1,6586.48,1,1611.25,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,49,0,3,113,51,654,0,1,,B18,S
0.7,1,664.43,4,4501.63,0,5,0,0,0,0,2,1,33441.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301.28,0,0,8,0,6,96,58,660,0,1,,B3,U
5,1,42.46,2,435.68,0,2,0,0,0,1,2,1,31.11,1,185.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,7.5,105,56,608,0,1,,B8,U
2.9,1,139.72,2,397.9,0,1,0,0,0,0,0,0,0,1,579.44,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.15,0,1,,,,,,687,0,1,,B2,S
